,Title,Graphs,Memory,OS,Processor,Storage,app_id,Original Price,Developer,Publisher,Genre,Release Date,User Tags,All Time Reception,Total Count of Reviews,Rating,Best Rating,Worst Rating
45,RimWorld,1,1,1,1,1,294100,"₩ 54,000",Ludeon Studios,Ludeon Studios,Indie,"17 Oct, 2018","['Colony Sim', 'Base Building', 'Survival', 'Strategy', 'Sandbox', 'Management', 'Building', 'Simulation', 'Singleplayer', 'Moddable', 'City Builder', 'Open World', 'Procedural Generation', '2D', 'Sci-fi', 'Indie', 'Space', 'Tactical RPG', 'Western', 'Cartoony']",Overwhelmingly Positive,166968,10,10,1
46,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition, AMD Radeon™ R7 260X / NVIDIA® GeForce® GTX 750 / 1 GB VRAM / Shader Model 5.0 or higher graphics card is required, 8 GB RAM, Windows® 10 64-bit, AMD Ryzen™ 3 1200 / Intel® Core™ i3-3330, 40 GB available space,1295510,"₩ 49,800",Square Enix,Square Enix,Adventure,"4 Dec, 2020","['JRPG', 'Turn-Based Combat', 'RPG', 'Party-Based RPG', 'Story Rich', 'Dragons', '3D', 'Adventure', 'Funny', '2D', 'Fantasy', 'Singleplayer', 'Colorful', 'Action', 'Third Person', 'Anime', 'Crafting', 'Open World', 'Character Customization', 'Cartoony']",Very Positive,7893,9,10,1
47,Wartales, NVidia GTX 1050 / AMD RX550, 8 GB RAM,1, Intel Core i5 2.5 GHz / AMD Ryzen 5, 30 GB available space,1527950,"₩ 37,840",Shiro Games,Shiro Games,Adventure,"12 Apr, 2023","['RPG', 'Open World', 'Turn-Based Strategy', 'Party-Based RPG', 'Medieval', 'Co-op', 'Adventure', 'Turn-Based Combat', 'Strategy', 'Multiplayer', 'Singleplayer', 'Tactical RPG', 'Exploration', 'Sandbox', 'Survival', 'Turn-Based', 'Online Co-Op', 'Story Rich', 'Violent', 'Indie']",Very Positive,24148,9,10,1
48,Age of Mythology: Retold, NVIDIA® GeForce® GTX 645 or AMD Radeon™ Vega 8 or Intel® Iris Graphics 550 or better, 8 GB RAM, Windows 10 64bit, Intel® i3-4130 or AMD FX 4350 at 2.4GHZ+ with 2 cores / 4 threads and AVX support, 25 GB available space,1934680,"₩ 12,780",World's Edge,Xbox Game Studios,Strategy,"4 Sep, 2024","['Strategy', 'RTS', 'Mythology', 'Base Building', 'Action RTS', 'Fantasy', 'Top-Down', 'Magic', 'Multiplayer', 'Resource Management', 'Level Editor', 'Moddable', 'PvP', 'PvE', 'Singleplayer', 'Co-op', 'Story Rich', 'Online Co-Op', 'Real-Time', '3D']",Very Positive,11123,9,10,1
49,Fate/Samurai Remnant, GeForce GTX 1060 3GB / AMD Radeon RX 570 4GB or over, 6 GB RAM," Windows® 10, 64bit / Windows® 11", Intel Core i5-4460 or over, 25 GB available space,1902690,"₩ 70,820","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Action,"28 Sep, 2023","['JRPG', 'RPG', 'Anime', 'Action RPG', 'Action', 'Story Rich', 'Spectacle fighter', 'Historical', 'Magic', 'Drama', 'Multiple Endings', 'Singleplayer', 'Stylized', 'Musou', 'Hack and Slash', 'Visual Novel', 'Violent', 'Gore', 'Fantasy', 'Cute']",Very Positive,4000,9,10,1
50,Planet Coaster 2, NVIDIA GeForce GTX 1060 (6GB VRAM) /  AMD Radeon RX 5600XT (6GB VRAM) /  Intel Arc A750 (8GB VRAM), 16 GB RAM, Windows 10 64bit (22H2), Intel i5-6600K / AMD Ryzen 5 2600, 25 GB available space,2688950,"₩ 53,000",Frontier Developments,Frontier Developments,Simulation,"6 Nov, 2024","['Simulation', 'Strategy', 'Sandbox', 'Building', 'City Builder', 'God Game', '3D', 'Singleplayer', 'Economy', 'Realistic', 'Online Co-Op', 'Colorful', 'Atmospheric', 'Family Friendly', 'Management', 'Funny', 'Relaxing', 'Asynchronous Multiplayer', 'Multiplayer']",N/A,4762,6,10,1
51,Party Animals," NVIDIA GTX 750-Ti / AMD RX 550, 2GB VRam", 8 GB RAM," Windows 10, 64-bit / Windows 11, 64-bit", Intel Core i5 / AMD equivalent, 12 GB available space,1260320,"₩ 7,440",Recreate Games,Source Technology,Action,"20 Sep, 2023","['Multiplayer', 'Casual', 'Funny', 'Cute', 'Party Game', 'Fighting', 'Action', 'PvP', 'Co-op', 'Party', 'Family Friendly', 'Online Co-Op', 'Local Multiplayer', 'Physics', '3D Fighter', '4 Player Local', 'Local Co-Op', 'Indie', 'Team-Based', 'Action-Adventure']",Very Positive,41774,7,10,1
52,The Planet Crafter, 3GB VRAM, 4 GB RAM, Windows 10 - 64-bit, Intel Core2 Duo 2.4GHz or equivalent, 4 GB available space,1284190,"₩ 15,600",Miju Games,Miju Games,Adventure,"10 Apr, 2024","['Open World Survival Craft', 'Base Building', 'Online Co-Op', 'Survival', 'Building', 'Co-op', 'Crafting', 'Open World', 'Exploration', 'Space', 'Sandbox', 'First-Person', 'Automation', 'Sci-fi', 'Singleplayer', 'Resource Management', 'Adventure', 'Story Rich', 'Immersive Sim', 'Aliens']",Overwhelmingly Positive,42481,10,10,1
53,Assassin's Creed® Origins, NVIDIA GeForce GTX 660 or AMD R9 270 (2048 MB VRAM with Shader Model 5.0 or better), 6 GB RAM, Windows 10 (64-bit versions only), Intel Core i5-2400s @ 2.5 GHz or AMD FX-6350 @ 3.9 GHz or equivalent, 42 GB available space,582160,"₩ 34,720",Ubisoft Montreal,Ubisoft,Action,"26 Oct, 2017","['Open World', 'Assassin', 'Action', 'RPG', 'Stealth', 'Adventure', 'Parkour', 'Historical', 'Singleplayer', 'Third Person', 'Story Rich', 'Action RPG', 'Exploration', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Heist', 'Nudity', 'Sexual Content', 'Co-op']",Very Positive,96816,9,10,1
54,Backrooms: Escape Together, NVIDIA GeForce GTX 960 2GB, 4 GB RAM, Windows 10 64-bit version 1909 revision .1350, Intel Core i5-4430, 15 GB available space,2141730,"₩ 8,900",Triiodide Studios,Triiodide Studios,Action,"18 Oct, 2022","['Multiplayer', 'Psychological Horror', 'Survival Horror', 'Horror', 'Online Co-Op', 'Co-op', 'Early Access', 'Atmospheric', 'Realistic', 'Casual', 'Procedural Generation', 'First-Person', 'Exploration', 'Adventure', 'Action', '3D', 'Singleplayer', 'Action-Adventure', 'Sci-fi', 'Puzzle']",Very Positive,7473,9,10,1
55,Street Fighter™ 6, GTX1060 (VRAM 6GB) / Radeon RX 580 (VRAM 4GB), 8 GB RAM, Windows 10 (64 bit required), Intel Core i5-7500 / AMD Ryzen 3 1200, 60 GB available space,1364780,"₩ 190,240","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"1 Jun, 2023","['2D Fighter', 'Fighting', 'Character Customization', 'Action', 'Arcade', 'Multiplayer', 'Adventure', 'Competitive', 'PvP', 'Open World', 'eSports', 'Singleplayer', 'Local Multiplayer', 'Controller', 'Action RPG', '3D', 'Martial Arts', 'Great Soundtrack', 'Sandbox', '3D Fighter']",Mostly Positive,31013,9,10,1
56,Buckshot Roulette, Relatively modern dedicated graphics card (Vulkan support required), 2 GB RAM, Windows 10, Intel Core i3, 500 MB available space,2835570,"₩ 3,400",Mike Klubnika,CRITICAL REFLEX,Action,"4 Apr, 2024","['Dark', 'Multiplayer', 'Gambling', 'Horror', 'First-Person', 'Strategy', 'Singleplayer', 'Indie', '3D', 'Psychological', 'Puzzle', 'Experimental', 'Action', 'Roguelike', 'Blood', 'Simulation', 'Psychological Horror', 'Surreal', 'Roguelite', 'FPS']",Overwhelmingly Positive,45600,10,10,1
57,Destiny 2, NVIDIA® GeForce® GTX 660 2GB or GTX 1050 2GB / AMD Radeon HD 7850 2GB, 6 GB RAM, Windows® 10 64-bit (latest Service Pack), Intel® Core™ i3 3250 3.5 GHz or Intel Pentium G4560 3.5 GHz / AMD FX-4350 4.2 GHz, 105 GB available space,1085660,Free To Play,Bungie,Bungie,Action,"1 Oct, 2019","['Free to Play', 'Open World', 'Looter Shooter', 'Multiplayer', 'FPS', 'MMORPG', 'Co-op', 'PvE', 'PvP', 'Shooter', 'Massively Multiplayer', 'Loot', 'First-Person', 'Sci-fi', 'Action', 'Adventure', 'Lore-Rich', 'Space', 'Competitive', 'Atmospheric']",Mostly Positive,615671,9,10,1
58,Yu-Gi-Oh! Master Duel, Intel(R) HD Graphics 620, 8 GB RAM, Windows 10 Home (64bit) latest revision, Intel Core i5-7300U, 16 GB available space,1449850,Free To Play,KONAMI,KONAMI,Simulation,"18 Jan, 2022","['Card Game', 'Free to Play', 'Strategy', 'Trading Card Game', 'Multiplayer', 'PvP', 'Card Battler', 'Anime', 'Simulation', 'Turn-Based Tactics', 'Tactical', 'Singleplayer', 'eSports', 'Dragons', 'Fantasy', 'PvE', '3D', '2D', 'Great Soundtrack', 'Sexual Content']",Mostly Positive,78754,7,10,1
59,Frostpunk 2, AMD RX 550 4 GB VRAM / NVIDIA GTX 1050Ti 4 GB VRAM / INTEL ARC A310 4GB VRAM, 8 GB RAM, Windows 10/11 (64-bit), AMD Ryzen 5 1600 / Intel Core i5-8400, 30 GB available space,1601580,"₩ 4,500",11 bit studios,11 bit studios,Simulation,"20 Sep, 2024","['Strategy', 'City Builder', 'Survival', 'Resource Management', 'Post-apocalyptic', 'Simulation', 'Singleplayer', 'Steampunk', 'Sequel', 'Atmospheric', 'Management', 'Choices Matter', 'Violent', 'Great Soundtrack', 'Base Building', 'Political Sim', 'Snow', 'Colony Sim', 'Politics', 'Psychological Horror']",Mostly Positive,12158,7,10,1
60,Soulmask, GTX 970 4GB / AMD RX 580 4GB, 16 GB RAM, 64bit -win10, Intel Core i5-8400 / AMD Ryzen 3 3300X, 25 GB available space,2646460,"₩ 32,000",CampFire Studio,Qooland Games,Adventure,"30 May, 2024","['Early Access', 'Survival', 'Multiplayer', 'Open World Survival Craft', 'Building', 'Sandbox', 'Open World', 'Base Building', 'Crafting', 'Third Person', 'Exploration', 'Action-Adventure', 'RPG', 'Simulation', 'Singleplayer', 'Adventure', '3D', 'Hunting', 'Massively Multiplayer', 'Realistic']",Very Positive,9601,7,10,1
61,Europa Universalis IV, Nvidia® GeForce™ GTX 460 / AMD® Radeon™ HD 5850 , 4 GB RAM , Windows® 10 Home 64 bit , Intel® Core™ i3-2105 / AMD® FX 4300 ,1,236850,"₩ 255,860",Paradox Development Studio,Paradox Interactive,Simulation,"13 Aug, 2013","['Grand Strategy', 'Strategy', 'Historical', 'Simulation', '4X', 'Alternate History', 'Military', 'Diplomacy', 'Wargame', 'Economy', 'Replay Value', 'Sandbox', 'Political', 'Real-Time with Pause', 'Moddable', 'Nonlinear', 'Co-op', 'Singleplayer', 'Management', 'Multiplayer']",Very Positive,87959,9,10,1
62,V Rising," NVIDIA GeForce GTX 750 Ti (Maxwell or newer), 2 GB or AMD Radeon R7 360, 2 GB", 12 GB RAM, Windows 10 64 bit," Intel Core i5-6600, 3.3 GHz or AMD Ryzen 5 1500X, 3.5 GHz", 7 GB available space,1604030,"₩ 57,120",Stunlock Studios,Stunlock Studios,Action,"8 May, 2024","['Survival', 'Open World', 'Base Building', 'Vampire', 'Multiplayer', 'Crafting', 'Online Co-Op', 'PvP', 'PvE', 'Building', 'Hack and Slash', 'Sandbox', 'Exploration', 'Massively Multiplayer', 'Singleplayer', 'Action-Adventure', 'Action', 'Dark Fantasy', 'Adventure', 'Co-op']",Very Positive,88069,9,10,1
63,Super Bunny Man,1, 2 GB RAM,1,1, 950 MB available space,673750,"₩ 15,250",Catobyte,Catobyte Ltd,Action,"16 May, 2023","['Sandbox', 'Platformer', 'Singleplayer', 'Multiplayer', 'Co-op', 'Funny', 'Physics', 'Online Co-Op', 'Party', 'Casual', '2D Platformer', 'Local Co-Op', 'Puzzle Platformer', 'Comedy', 'Action', 'Memes', 'Adventure', 'PvP', 'Local Multiplayer', 'Party Game']",Very Positive,7217,9,10,1
64,Far Cry® 5, NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better), 8 GB RAM, Windows 10 (64-bit versions only), Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent, 40 GB available space,552520,"₩ 23,010",Ubisoft Montreal,Ubisoft,Action,"26 Mar, 2018","['Action-Adventure', 'Open World', 'Multiplayer', 'Co-op', 'FPS', 'Shooter', 'Exploration', 'Realistic', 'First-Person', 'Story Rich', 'America', 'Hunting', 'Action', 'Adventure', '3D', 'Stealth', 'Survival', 'Nature', 'Atmospheric', 'Psychedelic']",Very Positive,147786,9,10,1
65,Assassin's Creed Valhalla, AMD R9 380 /NVIDIA GeForce GTX 960, 8 GB RAM, Windows 10 (versions 64 bits uniquement), AMD Ryzen 3 1200 3.1 GHz / Intel Core i5-4460 3.2 GHz, 160 GB available space,2208920,"₩ 56,800",Ubisoft Montreal,Ubisoft,Action,"6 Dec, 2022","['Open World', 'Action', 'Adventure', 'RPG', 'Singleplayer', 'Multiplayer', 'Vikings', 'Nudity', 'Action-Adventure', 'Third Person', 'Violent', 'Stealth', 'Assassin', 'Action RPG', 'Story Rich', 'Historical', 'Gore', 'Female Protagonist', 'Atmospheric', 'Medieval']",Mostly Positive,24355,7,10,1
66,The Binding of Isaac: Rebirth, Discreet video card, 2 GB RAM, XP, Core 2 Duo, 449 MB available space,250900,"₩ 19,090","Nicalis, Inc.","Nicalis, Inc.",Action,"4 Nov, 2014","['Action Roguelike', 'Roguelike', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', '2D', 'Local Co-Op', 'Remake', 'Gore', 'Procedural Generation', 'Roguelite', 'Atmospheric', 'Action', 'Co-op', 'Horror']",Overwhelmingly Positive,280662,10,10,1
67,7 Days to Die, 2 GB Dedicated Memory, 8 GB RAM, Windows 10 or higher (64-bit), 2.8 Ghz Quad Core CPU, 15 GB available space,251570,"₩ 7,700",The Fun Pimps,The Fun Pimps Entertainment LLC,Action,"25 Jul, 2024","['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Base Building', 'Voxel', 'Post-apocalyptic', 'Online Co-Op', 'Building', 'Exploration', 'Sandbox', 'FPS', 'Simulation', 'Character Customization', 'Tower Defense', 'Strategy', 'Action', 'Procedural Generation', 'Horror']",Very Positive,236816,9,10,1
68,Like a Dragon: Infinite Wealth," NVIDIA GeForce GTX 960, 4 GB or AMD Radeon RX 460, 4 GB or Intel Arc A380, 6 GB", 8 GB RAM, Windows 10 1903 (OS Build 18362)," Intel Core i5-3470, 3.2 GHz or AMD Ryzen 3 1200, 3.1 GHz", 82 GB available space,2072450,"₩ 82,900",Ryu Ga Gotoku Studio,SEGA,Action,"25 Jan, 2024","['Action', 'Adventure', 'JRPG', 'Turn-Based Combat', 'Sexual Content', 'Comedy', 'Story Rich', 'Emotional', 'Action RPG', 'Singleplayer', 'Funny', 'Violent', 'Turn-Based', 'Action-Adventure', 'RPG', ""Beat 'em up"", 'Martial Arts', 'Gore', 'Colorful', 'Great Soundtrack']",Very Positive,10347,9,10,1
69,Call of Duty®," AMD Radeon™ RX 470, NVIDIA® GeForce® GTX 960 or Intel® Arc™ A580", 8 GB RAM, Windows® 10 64 Bit (latest update), AMD Ryzen™ 5 1400 or Intel® Core™ i5-6600,1,1938090,"₩ 125,000",Treyarch,Activision,Action,"27 Oct, 2022","['FPS', 'Multiplayer', 'Shooter', 'Singleplayer', 'Action', 'Military', 'First-Person', 'War', 'Modern', 'Tactical', 'Violent', 'Co-op', 'Realistic', 'Story Rich', 'Atmospheric', 'Mature', 'Online Co-Op', 'Gore', 'Third-Person Shooter', 'Third Person']",N/A,357592,6,10,1
70,Persona 5 Royal," Nvidia GeForce GTX 650 Ti, 2 GB | AMD Radeon R7 360, 2 GB", 8 GB RAM, Windows 10," Intel Core i7-4790, 3.4 GHz | AMD Ryzen 5 1500X, 3.5 GHz", 41 GB available space,1687950,"₩ 69,800",ATLUS,SEGA,RPG,"20 Oct, 2022","['JRPG', 'Story Rich', 'Turn-Based Combat', 'Great Soundtrack', 'Anime', 'RPG', 'Singleplayer', 'Party-Based RPG', 'Dating Sim', 'Multiple Endings', 'Turn-Based Strategy', 'Emotional', 'Visual Novel', 'Sexual Content', 'Colorful', 'Adventure', 'Heist', 'Soundtrack', 'Detective', 'Violent']",Very Positive,58510,10,10,1
71,Five Hearts Under One Roof, Discrete graphics card, 4 GB RAM, Windows 10, Intel Core i3, 15 GB available space,3021100,"₩ 21,500",Storytaco,Storytaco,Adventure,"2 Oct, 2024","['Dating Sim', 'Sexual Content', 'FMV', 'Romance', 'Visual Novel', 'First-Person', 'Singleplayer', 'Choices Matter', 'Multiple Endings', 'Interactive Fiction', 'Immersive Sim', 'Story Rich', 'RPG', 'Choose Your Own Adventure', 'Emotional', 'Simulation', 'Drama', 'Female Protagonist', 'Relaxing', 'Multiplayer']",Very Positive,1485,9,10,1
72,The First Descendant, GeForce GTX 1050Ti / AMD Radeon RX 570 / Intel Arc A380, 8 GB RAM, Windows 10 x64 20H2, Intel i5-3570 / AMD FX-8350, 50 GB available space,2074920,Free To Play,"NEXON Games Co., Ltd.",NEXON,Action,"30 Jun, 2024","['Free to Play', 'Sexual Content', 'Looter Shooter', 'Multiplayer', 'Third-Person Shooter', 'RPG', 'Online Co-Op', 'Action', 'Shooter', 'Action RPG', 'Third Person', 'Singleplayer', 'Adventure', 'Sci-fi', 'Co-op', 'Character Customization', 'PvE', 'Combat', 'Story Rich', 'Violent']",N/A,92339,6,10,1
73,DAVE THE DIVER, NVIDIA Geforce GTS 450 / AMD Radeon HD 5570, 8 GB RAM,1, Intel Core i3 Dual Core, 10 GB available space,1868140,"₩ 7,000",MINTROCKET,MINTROCKET,Adventure,"28 Jun, 2023","['Pixel Graphics', 'Casual', 'Management', 'Adventure', 'Relaxing', 'RPG', 'Fishing', 'Exploration', 'Simulation', 'Underwater', 'Singleplayer', 'Farming Sim', 'Story Rich', '2D', 'Crafting', 'Roguelite', 'Funny', 'Agriculture', 'Action', 'Indie']",Overwhelmingly Positive,105980,10,10,1
74,Subnautica, Intel HD 4600 or equivalent - This includes most GPUs scoring greater than 950 points in the 3DMark Fire Strike benchmark, 4 GB RAM,1, Intel Haswell 2 cores / 4 threads @ 2.5Ghz or equivalent, 20 GB available space,264710,"₩ 3,630",Unknown Worlds Entertainment,Unknown Worlds Entertainment,Adventure,"23 Jan, 2018","['Open World Survival Craft', 'Survival', 'Horror', 'Open World', 'Underwater', 'Exploration', 'Crafting', 'Base Building', 'Singleplayer', 'Adventure', 'First-Person', 'Sci-fi', 'Sandbox', 'Aliens', 'Atmospheric', 'Multiplayer', 'Survival Horror', 'VR', 'Indie', 'Action']",Overwhelmingly Positive,262469,10,10,1
75,Total War: WARHAMMER II, NVIDIA GTX 460 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p, 5 GB RAM,1, Intel® Core™ 2 Duo 3.0Ghz, 60 GB available space,594570,"₩ 59,650",CREATIVE ASSEMBLY,SEGA,Action,"28 Sep, 2017","['Strategy', 'Fantasy', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'War', 'Multiplayer', 'Games Workshop', 'Action', 'Turn-Based', 'Singleplayer', 'Dark Fantasy', 'Co-op', 'Tactical', 'Real Time Tactics', 'Story Rich', 'Atmospheric', 'Dwarf', 'Dinosaurs', 'Great Soundtrack']",Very Positive,83586,9,10,1
76,The Witcher 3: Wild Hunt, Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870, 6 GB RAM,1, Intel CPU Core i5-2500K 3.3GHz / AMD A10-5800K APU (3.8GHz), 50 GB available space,292030,"₩ 31,800",CD PROJEKT RED,CD PROJEKT RED,RPG,"18 May, 2015","['Open World', 'RPG', 'Story Rich', 'Atmospheric', 'Mature', 'Fantasy', 'Adventure', 'Singleplayer', 'Nudity', 'Choices Matter', 'Great Soundtrack', 'Third Person', 'Medieval', 'Action', 'Multiple Endings', 'Action RPG', 'Dark Fantasy', 'Magic', 'Dark', 'Sandbox']",Overwhelmingly Positive,733840,10,10,1
77,Slay the Spire,1,1,1,1,1,646570,"₩ 3,200",Mega Crit,Mega Crit,Indie,"23 Jan, 2019","['Roguelike Deckbuilder', 'Card Game', 'Card Battler', 'Roguelike', 'Deckbuilding', 'Turn-Based', 'Strategy', 'Singleplayer', 'Roguelite', 'Replay Value', 'Indie', 'Difficult', 'Dungeon Crawler', 'RPG', 'Mouse only', '2D', 'Great Soundtrack', 'Procedural Generation', 'Fantasy', 'Casual']",Overwhelmingly Positive,145732,10,10,1
78,RimWorld - Biotech,1,1,1,1,1,1826140,"₩ 27,000",Ludeon Studios,Ludeon Studios,Indie,"21 Oct, 2022","['Indie', 'Strategy', 'Simulation', 'Colony Sim', 'Singleplayer', 'Moddable', 'Sci-fi', 'Psychological Horror']",Very Positive,2643,9,10,1
79,Vampire Survivors," DX11, DX12 capable", 1 GB RAM, Windows 10 64bit, x64 architecture with SSE2 instruction set support, 600 MB available space,1794680,"₩ 13,720",poncle,poncle,Action,"20 Oct, 2022","['Action Roguelike', 'Bullet Hell', 'Pixel Graphics', 'Roguelite', '2D', 'Vampire', 'Indie', 'Singleplayer', 'Casual', 'Arcade', 'Action', 'Roguelike', 'RPG', 'Controller', 'Retro', 'Score Attack', 'Dark Fantasy', 'Action RPG', 'Local Co-Op', '1980s']",Overwhelmingly Positive,228094,10,10,1
80,Battlefield™ 2042," AMD Radeon RX 560,Nvidia GeForce GTX 1050 Ti", 8 GB RAM, 64-bit Windows 10," AMD Ryzen 5 1600, Core i5 6600K", 100 GB available space,1517290,"₩ 32,020",DICE,Electronic Arts,Action,"19 Nov, 2021","['FPS', 'Shooter', 'Military', 'Multiplayer', 'War', 'Action', 'Singleplayer', 'First-Person', 'Combat', 'Team-Based', 'PvP', 'Futuristic', 'Vehicular Combat', 'Modern', 'Destruction', 'Physics', 'Cinematic', 'Adventure', 'Hero Shooter', 'Casual']",N/A,220508,6,10,1
81,Borderlands 3, AMD Radeon™ HD 7970 or NVIDIA GeForce GTX 680 2 GB, 6 GB RAM,1, AMD FX-8350 or Intel i5-3570, 75 GB available space,397540,"₩ 36,300",Gearbox Software,2K,Action,"13 Mar, 2020","['RPG', 'Looter Shooter', 'Multiplayer', 'FPS', 'Action', 'Loot', 'Online Co-Op', 'Open World', 'Co-op', 'Shooter', 'Singleplayer', 'Co-op Campaign', 'Gore', 'First-Person', 'Violent', 'Adventure', 'Nudity', 'Comedy', 'Great Soundtrack', 'Epic']",Very Positive,109532,9,10,1
82,eFootball™, GeForce GTX 660 Ti / Radeon HD 7790, 8 GB RAM, Windows 10 - 64bit / Windows 11 - 64bit," Intel Core i5-2300, / AMD FX-4350", 50 GB available space,1665460,Free To Play,KONAMI,KONAMI,Simulation,"29 Sep, 2021","['Football (Soccer)', 'Free to Play', 'Controller', 'Multiplayer', 'Sports', 'eSports', 'Simulation', 'PvP', 'Local Multiplayer', 'Co-op', 'Singleplayer', 'Online Co-Op', 'Local Co-Op', 'Realistic', 'Comedy', 'Memes', 'Violent', 'LGBTQ+', 'Anime', 'Funny']",N/A,83663,6,10,1
83,Escape Simulator, DX10-capable GPU, 4 GB RAM,1, X64 architecture with SSE2 instruction set support, 18 GB available space,1435790,"₩ 24,800",Pine Studio,Pine Studio,Adventure,"19 Oct, 2021","['Puzzle', 'Co-op', 'Multiplayer', 'Escape Room', 'First-Person', 'Adventure', 'Online Co-Op', 'Controller', 'Mystery', 'Family Friendly', 'Casual', 'Singleplayer', 'Simulation', 'Indie', 'VR', 'Story Rich', 'Point & Click', 'Investigation', 'Exploration', 'Level Editor']",Overwhelmingly Positive,13392,9,10,1
84,EZ2ON REBOOT : R, Intel® UHD Graphics 620 or better, 4 GB RAM, Windows 10 (64bit), Intel® Core i3-530 or better, 35 GB available space,1477590,"₩ 180,380","Neonovice Co., Ltd.","Neonovice Co., Ltd.",Action,"14 Apr, 2022","['Rhythm', 'Action', 'Music', 'Casual', 'Sports', 'Soundtrack', 'Singleplayer', 'Difficult', 'Early Access', 'Anime', 'Competitive', 'Arcade', 'Cute', 'Electronic Music', 'Modern', 'Colorful', 'Music-Based Procedural Generation', 'Cartoon', 'Sci-fi', 'PvP']",Very Positive,5343,9,10,1
85,Age of Wonders 4, Nvidia® GeForce™ GTX 670 (2GB) or AMD® Radeon™ HD 7870 (2GB) or Intel® Arc™ A380 (6GB) or Intel® Iris™ Xe G7 (Tiger Lake) or AMD® Radeon™ Vega 8, 8 GB RAM, Windows® 10 Home 64 Bit (version 21H1), Intel® Core™ i5-2500K or AMD® Ryzen™ 5 1600X, 20 GB available space,1669000,"₩ 69,800",Triumph Studios,Paradox Interactive,Strategy,"2 May, 2023","['Strategy', '4X', 'Character Customization', 'Fantasy', 'RPG', 'Choices Matter', 'Strategy RPG', 'Turn-Based Strategy', 'Moddable', 'Lore-Rich', 'Dwarf', 'Combat', 'Grand Strategy', 'Magic', 'Co-op', 'Singleplayer', 'Exploration', 'Tactical RPG', 'Multiplayer', 'Top-Down']",Very Positive,11831,9,10,1
86,Once Human, Nvidia GTX 750ti 4G / AMD Radeon RX550, 8 GB RAM, Windows 10 64-bit Operating System, Intel Core i5-4460, 72 GB available space,2139460,Free To Play,Starry Studio,Starry Studio,Action,"9 Jul, 2024","['Multiplayer', 'Open World Survival Craft', 'Strategy', 'Survival', 'Simulation', 'Open World', 'Co-op', 'Horror', 'Shooter', 'Base Building', 'Post-apocalyptic', 'Strategy RPG', 'Action', 'Adventure', 'Online Co-Op', 'Free to Play', 'MMORPG', 'RPG', '3D', '3D Platformer']",Mostly Positive,106411,7,10,1
87,Overcooked! 2, GeForce GTX 630 / Radeon HD 6570, 4 GB RAM, WIN7-64 bit, Intel i3-2100 / AMD A8-5600k, 3 GB available space,728880,"₩ 24,850",Ghost Town Games Ltd.,Team17,Action,"7 Aug, 2018","['Multiplayer', 'Online Co-Op', 'Local Co-Op', 'Co-op', 'Casual', 'Funny', 'Cooking', '4 Player Local', 'Indie', 'Local Multiplayer', 'Action', 'Family Friendly', 'Cute', 'Controller', 'Comedy', 'Singleplayer', 'Difficult', 'Simulation', 'Strategy', 'Colorful']",Very Positive,48566,9,10,1
88,PUBG: BATTLEGROUNDS, NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB, 8 GB RAM, 64-bit Windows 10, Intel Core i5-4430 / AMD FX-6300, 40 GB available space,578080,Free To Play,PUBG Corporation,"KRAFTON, Inc.",Action,"21 Dec, 2017","['Survival', 'Shooter', 'Battle Royale', 'Multiplayer', 'FPS', 'PvP', 'Third-Person Shooter', 'Action', 'Online Co-Op', 'Tactical', 'Co-op', 'First-Person', 'Strategy', 'Early Access', 'Competitive', 'Third Person', 'Team-Based', 'Difficult', 'Simulation', 'Stealth']",Mostly Positive,2465160,6,10,1
89,Liar's Bar, NVIDIA® GeForce® GTX 1050 (2 GB) / AMD® Radeon™ RX-460 (4 GB) / Intel® Arc™ A380 (6 GB), 4 GB RAM, Windows® 10 (64-bit), Intel® Core™ i5-4670 (quad-core) / AMD® FX-Series™ FX-4350 (quad-core), 4 GB available space,3097560,"₩ 7,800",Curve Animation,Curve Animation,Casual,"2 Oct, 2024","['Casual', 'Multiplayer', 'PvP', 'Co-op', 'Online Co-Op', 'FPS', 'Indie', 'Gambling', '3D', 'First-Person', 'Funny', 'Dark', 'Puzzle', 'Horror', 'Tabletop', 'Board Game', 'Strategy', 'Simulation', 'Gore', 'Early Access']",Very Positive,18392,9,10,1
